dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabCashier Closing Payments,amount,11,decimal,,,,,
mysql,erpnext_database,tabCashier Closing Payments,mode_of_payment,12,varchar,140,FOREIGN KEY,erpnext_database,tabMode of Payment,name
mysql,erpnext_database,tabFinance Book,creation,2,datetime,,,,,
mysql,erpnext_database,tabFinance Book,modified,3,datetime,,,,,
mysql,erpnext_database,tabFinance Book,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFinance Book,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFinance Book,docstatus,6,int,,,,,
mysql,erpnext_database,tabFinance Book,parent,7,varchar,140,,,,
mysql,erpnext_database,tabFinance Book,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabFinance Book,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabFinance Book,idx,10,int,,,,,
mysql,erpnext_database,tabFinance Book,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabFinance Book,_comments,12,text,65535,,,,
mysql,erpnext_database,tabFinance Book,_assign,13,text,65535,,,,
mysql,erpnext_database,tabFinance Book,finance_book_name,14,varchar,140,,,,
mysql,erpnext_database,tabFinance Book,_seen,15,text,65535,,,,
mysql,erpnext_database,tabFinance Book,_user_tags,16,text,65535,,,,
mysql,erpnext_database,tabFinance Book,for_income_tax,17,int,,,,,
mysql,erpnext_database,tabClosing Stock Balance,creation,2,datetime,,,,,
mysql,erpnext_database,tabClosing Stock Balance,modified,3,datetime,,,,,
mysql,erpnext_database,tabClosing Stock Balance,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabClosing Stock Balance,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabClosing Stock Balance,docstatus,6,int,,,,,
mysql,erpnext_database,tabClosing Stock Balance,idx,7,int,,,,,
mysql,erpnext_database,tabClosing Stock Balance,naming_series,8,varchar,140,,,,
mysql,erpnext_database,tabClosing Stock Balance,company,9,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabClosing Stock Balance,status,10,varchar,140,,,,
mysql,erpnext_database,tabClosing Stock Balance,from_date,11,date,,,,,
mysql,erpnext_database,tabClosing Stock Balance,to_date,12,date,,,,,
mysql,erpnext_database,tabClosing Stock Balance,item_code,13,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabClosing Stock Balance,item_group,14,varchar,140,FOREIGN KEY,erpnext_database,tabItem Group,name
mysql,erpnext_database,tabClosing Stock Balance,include_uom,15,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabClosing Stock Balance,warehouse,16,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabClosing Stock Balance,warehouse_type,17,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse Type,name
mysql,erpnext_database,tabClosing Stock Balance,amended_from,18,varchar,140,FOREIGN KEY,erpnext_database,tabClosing Stock Balance,name
mysql,erpnext_database,tabClosing Stock Balance,_user_tags,19,text,65535,,,,
mysql,erpnext_database,tabClosing Stock Balance,_comments,20,text,65535,,,,
mysql,erpnext_database,tabClosing Stock Balance,_assign,21,text,65535,,,,
mysql,erpnext_database,tabClosing Stock Balance,_liked_by,22,text,65535,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,creation,2,datetime,,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,modified,3,datetime,,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPractitioner Service Unit Schedule,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPractitioner Service Unit Schedule,docstatus,6,int,,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,idx,10,int,,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,service_unit,11,varchar,140,,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,schedule,12,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,creation,2,datetime,,,,,
mysql,erpnext_database,tabKanban Board Column,modified,3,datetime,,,,,
mysql,erpnext_database,tabKanban Board Column,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabKanban Board Column,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabKanban Board Column,docstatus,6,int,,,,,
mysql,erpnext_database,tabKanban Board Column,parent,7,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,idx,10,int,,,,,
mysql,erpnext_database,tabKanban Board Column,status,11,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,indicator,12,varchar,140,,,,
mysql,erpnext_database,tabKanban Board Column,order,13,longtext,4294967295,,,,
mysql,erpnext_database,tabKanban Board Column,column_name,14,varchar,140,,,,
mysql,erpnext_database,tabGoal,creation,2,datetime,,,,,
mysql,erpnext_database,tabGoal,modified,3,datetime,,,,,
mysql,erpnext_database,tabGoal,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabGoal,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabGoal,docstatus,6,int,,,,,
mysql,erpnext_database,tabGoal,idx,7,int,,,,,
mysql,erpnext_database,tabGoal,goal_name,8,varchar,140,,,,
mysql,erpnext_database,tabGoal,is_group,9,int,,,,,
mysql,erpnext_database,tabGoal,parent_goal,10,varchar,140,FOREIGN KEY,erpnext_database,tabGoal,name
mysql,erpnext_database,tabGoal,progress,11,decimal,,,,,
mysql,erpnext_database,tabGoal,status,12,varchar,140,,,,
mysql,erpnext_database,tabGoal,employee,13,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabGoal,employee_name,14,varchar,140,,,,
mysql,erpnext_database,tabContact,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabNewsletter Attachment,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabAppraisal Template,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabAppraisal Template,template_title,17,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabAllowed To Transact With,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabCall Log,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabGoal,company,15,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabGoal,user,16,varchar,140,,,,
mysql,erpnext_database,tabGoal,start_date,17,date,,,,,
mysql,erpnext_database,tabGoal,end_date,18,date,,,,,
mysql,erpnext_database,tabGoal,appraisal_cycle,19,varchar,140,FOREIGN KEY,erpnext_database,tabAppraisal Cycle,name
mysql,erpnext_database,tabGoal,kra,20,varchar,140,FOREIGN KEY,erpnext_database,tabKRA,name
mysql,erpnext_database,tabGoal,description,21,longtext,4294967295,,,,
mysql,erpnext_database,tabGoal,lft,22,int,,,,,
mysql,erpnext_database,tabGoal,rgt,23,int,,,,,
mysql,erpnext_database,tabGoal,old_parent,24,varchar,140,FOREIGN KEY,erpnext_database,tabGoal,name
mysql,erpnext_database,tabGoal,_user_tags,25,text,65535,,,,
mysql,erpnext_database,tabGoal,_comments,26,text,65535,,,,
mysql,erpnext_database,tabGoal,_assign,27,text,65535,,,,
mysql,erpnext_database,tabGoal,_liked_by,28,text,65535,,,,
mysql,erpnext_database,tabContact,creation,2,datetime,,,,,
mysql,erpnext_database,tabContact,modified,3,datetime,,,,,
mysql,erpnext_database,tabContact,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact,docstatus,6,int,,,,,
mysql,erpnext_database,tabContact,parent,7,varchar,140,,,,
mysql,erpnext_database,tabContact,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabContact,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabContact,idx,10,int,,,,,
mysql,erpnext_database,tabContact,last_name,11,varchar,140,,,,
mysql,erpnext_database,tabContact,email_id,12,varchar,140,,,,
mysql,erpnext_database,tabContact,mobile_no,13,varchar,140,,,,
mysql,erpnext_database,tabContact,salutation,14,varchar,140,FOREIGN KEY,erpnext_database,tabSalutation,name
mysql,erpnext_database,tabContact,first_name,15,varchar,140,,,,
mysql,erpnext_database,tabContact,_user_tags,16,text,65535,,,,
mysql,erpnext_database,tabContact,unsubscribed,17,int,,,,,
mysql,erpnext_database,tabContact,department,18,varchar,140,,,,
mysql,erpnext_database,tabContact,image,19,text,65535,,,,
mysql,erpnext_database,tabContact,status,20,varchar,140,,,,
mysql,erpnext_database,tabContact,_liked_by,21,text,65535,,,,
mysql,erpnext_database,tabContact,_assign,22,text,65535,,,,
mysql,erpnext_database,tabContact,phone,23,varchar,140,,,,
mysql,erpnext_database,tabContact,user,24,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabContact,_comments,25,text,65535,,,,
mysql,erpnext_database,tabContact,designation,26,varchar,140,,,,
mysql,erpnext_database,tabContact,gender,27,varchar,140,FOREIGN KEY,erpnext_database,tabGender,name
mysql,erpnext_database,tabContact,is_primary_contact,28,int,,,,,
mysql,erpnext_database,tabContact,google_contacts,29,varchar,140,FOREIGN KEY,erpnext_database,tabGoogle Contacts,name
mysql,erpnext_database,tabContact,google_contacts_id,30,varchar,140,,,,
mysql,erpnext_database,tabContact,sync_with_google_contacts,31,int,,,,,
mysql,erpnext_database,tabContact,pulled_from_google_contacts,32,int,,,,,
mysql,erpnext_database,tabContact,address,33,varchar,140,FOREIGN KEY,erpnext_database,tabAddress,name
mysql,erpnext_database,tabContact,middle_name,34,varchar,140,,,,
mysql,erpnext_database,tabContact,company_name,35,varchar,140,,,,
mysql,erpnext_database,tabContact,is_billing_contact,36,int,,,,,
mysql,erpnext_database,tabContact,people_url,37,varchar,140,,,,
mysql,erpnext_database,tabContact,phone_link,38,varchar,140,,,,
mysql,erpnext_database,tabContact,linked_in_link,39,varchar,140,,,,
mysql,erpnext_database,tabContact,skype_id,40,varchar,140,,,,
mysql,erpnext_database,tabContact,description,41,text,65535,,,,
mysql,erpnext_database,tabNewsletter Attachment,creation,2,datetime,,,,,
mysql,erpnext_database,tabNewsletter Attachment,modified,3,datetime,,,,,
mysql,erpnext_database,tabNewsletter Attachment,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabNewsletter Attachment,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabNewsletter Attachment,docstatus,6,int,,,,,
mysql,erpnext_database,tabNewsletter Attachment,idx,7,int,,,,,
mysql,erpnext_database,tabNewsletter Attachment,attachment,8,text,65535,,,,
mysql,erpnext_database,tabNewsletter Attachment,parent,9,varchar,140,,,,
mysql,erpnext_database,tabNewsletter Attachment,parentfield,10,varchar,140,,,,
mysql,erpnext_database,tabNewsletter Attachment,parenttype,11,varchar,140,,,,
mysql,erpnext_database,tabAppraisal Template,creation,2,datetime,,,,,
mysql,erpnext_database,tabAppraisal Template,modified,3,datetime,,,,,
mysql,erpnext_database,tabAppraisal Template,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal Template,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAppraisal Template,docstatus,6,int,,,,,
mysql,erpnext_database,tabAppraisal Template,parent,7,varchar,140,,,,
mysql,erpnext_database,tabAppraisal Template,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabAppraisal Template,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabAppraisal Template,idx,10,int,,,,,
mysql,erpnext_database,tabAppraisal Template,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabAppraisal Template,description,12,text,65535,,,,
mysql,erpnext_database,tabAppraisal Template,_user_tags,13,text,65535,,,,
mysql,erpnext_database,tabAppraisal Template,kra_title,14,varchar,140,,,,
mysql,erpnext_database,tabAppraisal Template,_assign,15,text,65535,,,,
mysql,erpnext_database,tabAppraisal Template,_comments,16,text,65535,,,,
mysql,erpnext_database,tabAllowed To Transact With,creation,2,datetime,,,,,
mysql,erpnext_database,tabAllowed To Transact With,modified,3,datetime,,,,,
mysql,erpnext_database,tabAllowed To Transact With,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAllowed To Transact With,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAllowed To Transact With,docstatus,6,int,,,,,
mysql,erpnext_database,tabAllowed To Transact With,parent,7,varchar,140,,,,
mysql,erpnext_database,tabAllowed To Transact With,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabAllowed To Transact With,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabAllowed To Transact With,idx,10,int,,,,,
mysql,erpnext_database,tabAllowed To Transact With,company,11,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabCall Log,creation,2,datetime,,,,,
mysql,erpnext_database,tabCall Log,modified,3,datetime,,,,,
mysql,erpnext_database,tabCall Log,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCall Log,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCall Log,id,18,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabAbout Us Team Member,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabQuality Goal,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabQuality Goal,goal,12,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabGuardian Interest,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabQuiz Result,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabContent Question,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabCall Log,docstatus,6,int,,,,,
mysql,erpnext_database,tabCall Log,parent,7,varchar,140,,,,
mysql,erpnext_database,tabCall Log,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabCall Log,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabCall Log,idx,10,int,,,,,
mysql,erpnext_database,tabCall Log,duration,11,decimal,,,,,
mysql,erpnext_database,tabCall Log,recording_url,12,varchar,140,,,,
mysql,erpnext_database,tabCall Log,medium,13,varchar,140,,,,
mysql,erpnext_database,tabCall Log,contact_name,14,varchar,140,,,,
mysql,erpnext_database,tabCall Log,lead,15,varchar,140,,,,
mysql,erpnext_database,tabCall Log,received_by,16,varchar,140,,,,
mysql,erpnext_database,tabCall Log,contact,17,varchar,140,,,,
mysql,erpnext_database,tabCall Log,to,19,varchar,140,,,,
mysql,erpnext_database,tabCall Log,lead_name,20,varchar,140,,,,
mysql,erpnext_database,tabCall Log,status,21,varchar,140,,,,
mysql,erpnext_database,tabCall Log,from,22,varchar,140,,,,
mysql,erpnext_database,tabCall Log,_user_tags,23,text,65535,,,,
mysql,erpnext_database,tabCall Log,_comments,24,text,65535,,,,
mysql,erpnext_database,tabCall Log,_assign,25,text,65535,,,,
mysql,erpnext_database,tabCall Log,_liked_by,26,text,65535,,,,
mysql,erpnext_database,tabCall Log,start_time,27,datetime,,,,,
mysql,erpnext_database,tabCall Log,end_time,28,datetime,,,,,
mysql,erpnext_database,tabCall Log,type,29,varchar,140,,,,
mysql,erpnext_database,tabCall Log,customer,30,varchar,140,FOREIGN KEY,erpnext_database,tabCustomer,name
mysql,erpnext_database,tabCall Log,summary,31,text,65535,,,,
mysql,erpnext_database,tabCall Log,call_received_by,32,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabCall Log,employee_user_id,33,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCall Log,type_of_call,34,varchar,140,FOREIGN KEY,erpnext_database,tabTelephony Call Type,name
mysql,erpnext_database,tabAbout Us Team Member,creation,2,datetime,,,,,
mysql,erpnext_database,tabAbout Us Team Member,modified,3,datetime,,,,,
mysql,erpnext_database,tabAbout Us Team Member,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAbout Us Team Member,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabAbout Us Team Member,docstatus,6,int,,,,,
mysql,erpnext_database,tabAbout Us Team Member,parent,7,varchar,140,,,,
mysql,erpnext_database,tabAbout Us Team Member,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabAbout Us Team Member,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabAbout Us Team Member,idx,10,int,,,,,
mysql,erpnext_database,tabAbout Us Team Member,image_link,11,text,65535,,,,
mysql,erpnext_database,tabAbout Us Team Member,bio,12,text,65535,,,,
mysql,erpnext_database,tabAbout Us Team Member,full_name,13,varchar,140,,,,
mysql,erpnext_database,tabQuality Goal,creation,2,datetime,,,,,
mysql,erpnext_database,tabQuality Goal,modified,3,datetime,,,,,
mysql,erpnext_database,tabQuality Goal,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabQuality Goal,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabQuality Goal,docstatus,6,int,,,,,
mysql,erpnext_database,tabQuality Goal,parent,7,varchar,140,,,,
mysql,erpnext_database,tabQuality Goal,parentfield,8,varchar,140,,,,
